Name,High School Attended,Hometown,Position,Rating
Ryan Spadola,Freehold Township High School,"Howell, NJ",#183 WR,71
Reginald White,Leo High School,"Chicago, IL",#115 DT,71
Audi Smith,Hugh M. Cummings High School,"Burlington, NC",#175 RB,71
Andrew  Fields,Pelham High School,"Pelham, AL",#179 RB,71
Brian Hollan,Woodward Academy,"Atlanta, GA",#181 OG,71
Kenny Whitaker,Christopher Columbus High School,"Hollywood, FL",#183 WR,71
Isiah Burton,Saint Bonaventure High School,"Ventura, CA",#180 WR,71
Brooks  Mosier,Lee's Summit West High School,"Lee's Summit, MO",#173 DE,71
Jordan Coffey,Batavia High School,"Batavia, IL",#127 QB,71
Josh Bailey,Clover Hill High School,"Midlothian, VA",#180 ATH,71
Mark Wise,George Washington High School,"Philadelphia, PA",#32 FB,71
Christian Ramirez,Salpointe Catholic High School,"Tucson, AZ",#181 RB,71
Stephon Mathis,Merced High School,"Merced, CA",#176 RB,71
Phillip Harvey,Carver High School,"Atlanta, GA",#176 DE,71
Kadeem Williams,Hudson Catholic High School,"Jersey City, NJ",#184 OG,71
Jebari Robinson,Steele Canyon High School,"San Diego, CA",#99 CB,71
Tharius Tigner,Callaway High School,"Hogansville, GA",#30 FB,71
Daryl Greene,St. Peter's Prep,"Jersey City, NJ",#120 DT,71
K.J. Morton,,"Warner Robins, GA",#97 CB,71
Oliver Johnson,Taft Union High School,"Woodland Hills, CA",#98 CB,71
Matt Tarpley,Wayzata High School,"Plymouth, MN",#126 QB,71
William Marable,Bayside High School,"Virginia Beach, VA",#181 S,71
Kevin Roberts,Meridian High School,"Meridian, MS",#180 S,71
Chris Anderson,William S. Hart High School,"Newhall, CA",#178 OG,71
Vondrae Tostenson,Millard South High School,"Omaha, NE",#183 WR,71
Mark Blessington,Southern Cal High School,"Auburn, IA",#119 DT,71
Tyler Van Tubbergen,West Ottawa High School,"Holland, MI",#131 QB,70
David Box,Milan High School,"Milan, MI",#127 DT,70
Michael  Johnson,Southwest DeKalb High School,"Decatur, GA",#184 RB,70
Carl Winston,Serra High School,"San Diego, CA",#186 RB,70
Travis Long,Gonzaga Prep School,"Spokane, WA",#185 DE,70
Devyn Harris,Fountain-Ft Carson High School,"Fountain, CO",#189 S,70
Leroy Houston,Seabreeze Senior High School,"Daytona Beach, FL",RB(LQ),70
Ronald Byrd,Fork Union Military Academy,"Hogansville, GA",DT(POST),70
Nick Ash,Keller High School,"Keller, TX",#188 OG,70
Marvin Foster ,North Crowley High School,"Fort Worth, TX",#122 DT,70
Jake Feldmeyer,Centerville High School,"Centerville, OH",#189 OG,70
Tim Breaker,Glassboro High School,"Glassboro, NJ",#191 WR,70
Mitch Meador,Whiteland Community High School,"Whiteland, IN",#177 DE,70
Sean McClellan,Moeller High School,"Cincinnati, OH",#130 DT,70
Ryan Paxson,Brighton High School,"Brighton, MI",#181 DE,70
Sione Tuihalamaka,Junipero Serra High School,"Gardena, CA",#121 DT,70
Jeremiah McKibbins,Crespi Carmelite High School,"Encino, CA",#186 RB,70
Dan  Zotto,Victor J. Andrew High School,"Tinley Park, IL",#178 DE,70
Montavious Williams,Cairo High School,"Cairo, GA",#122 DT,70
Albert Sparks,MacArthur High School,"Irving, TX",#127 DT,70
Malcolm Bush,Hackensack High School,"Hackensack, NJ",#105 TE,70
Nate Cadogan,Portsmouth High School,"Portsmouth, OH",#104 TE,70
Charlie Moore,Bullard High School,"Bullard, TX",#182 ATH,70
Cole Jirik,Northfield High School,"Northfield, MN",#181 DE,70
Tavarres Jefferson,The Ensworth School,"Nashville, TN",#183 ATH,70
Demetrius Ward,Phoebus High School,"Hampton, VA",#183 DE,70
John Hubert,Midway High School,"Waco, TX",#182 RB,70
Jon Sharp,Fork Union Military Academy,"Pittsburgh, PA",OLB(POST),70
Jonathan Koslop,Hazelton Area High School,"Hazleton, PA",#130 DT,70
Walt Canty,Dorman High School,"Roebuck, SC",#101 CB,70
Zach Greene,Leesville Road High School,"Raleigh, NC",#184 ATH,70
Xander Frantz,Buckingham Browne & Nichols H. S.,"Cambridge, MA",#186 OG,70
Erique Geiger,Wayne Memorial High School,"Wayne, OH",#185 RB,70
Justin Jungblut,Saguaro High School,"Scottsdale, AZ",#129 DT,70
Chris McAllister,Judson High School,"Converse, TX",#150 OLB,70
Keith Langtry,Rockhurst High School,"Prairie Village, KS",#192 WR,70
Andre Harris,Lovejoy High School,"Hampton, GA",#193 OG,70
Anthony Blackburn,Proviso East High School,"Maywood, IL",#180 DE,70
Dillon Romaine,Don Bosco High School,"Ramsey, NJ",#186 RB,70
Anthony  Blake,St. Peter's Prep,"Jersey City, NJ",#125 DT,70
Brant Costilla,Parish Episcopal School,"Dallas, TX",#131 QB,70
Milton Patterson,Benjamin E. Banneker High School,"College Park, GA",#77 ILB,70
Ron Baines,Mount Tahoma High School,"Tacoma, WA",#183 RB,70
Sanchez Sank,Lillie B. Williamson High School,"Mobile, AL",#179 DE,70
Eric Curtis,Ponderosa High School,"Parker, CO",#192 WR,70
Cody Sanders,Heritage High School,"Littleton, CO",#189 OG,70
Luke Thomas,Burlington Edison High School,"Burlington, WA",#190 S,70
Brady Brown,O'Connor High School,"Helotes, TX",#187 OG,70
Tavita Woodward,McKinley High School,"Honolulu, HI",#106 TE,70
Tyler Houska,Highland High School,"Medina, OH",#149 OLB,70
Alfred Tillerson,Wallington High School,"Wallington, NJ",#152 OLB,70
Zack Perkins,North Bullitt High School,"Shepherdsville, KY",#192 OG,70
Tyler Eady,Smyrna High School,"Mount Juliet, TN",#144 OT,70
Mike Adams,Aurora Central Catholic High School,"Aurora, IL",#131 QB,70
Cody Matthewson,Madrid High School,"Madrid, IA",#187 S,70
Josh Booker,Putnam City North High School,"Oklahoma City, OK",#186 RB,70
Keenan Costello,Lemon Bay High School,"Englewood, FL",#126 DT,70
Ethan  Armstrong,Ottawa Township High School,"Ottawa, IL",#76 ILB,70
Joe Wilborn,Monterey High School,"Lubbock, TX",#124 DT,70
Brent Webb,Bellevue West High School,"Bellevue, NE",#186 S,70
Roger Davis,Culpeper High School,"Culpeper, VA",#184 DE,70
Travis Wilson,Plano West High School,"Plano, TX",#185 S,70
Fritz Etienne,Monsignor Edward Pace High School,"Miami, FL",#151 OLB,70
Lonnie Williams,Irvington High School,"Irvington, NJ",#146 OT,70
Brett Whitmire,Bishop Kenny High School,"Jacksonville, FL",#129 QB,70
Jamar Calhoun,John W. North High School,"Riverside, CA",#184 ATH,70
Scott Drosendahl,East Aurora High,"East Aurora, NY",#130 QB,70
Steven Baker,Garland High School,"Garland, TX",#188 S,70
Zack Toerner,Badin High School,"Hamilton, OH",#131 QB,70
James Sandlin,American Christian Academy,"Tuscaloosa, AL",#137 DT,69
Colby Goodwin,Cy-Fair High School,"Cypress, TX",#107 TE,69
Adam Ayala,Huntsville High School,"Huntsville, TX",#139 DT,69
David Collins,East Forsyth High School,"Kernersville, NC",#153 OT,69
Doug Zismann,Shadow Mountain High School,"Phoenix, AZ",#37 OC,69
Brock Wempa,Royse City High School,"Royse City, TX",#200 OG,69
Mister Cobble,Louisville Central High School,"Louisville, KY",#133 DT,69
Tyler Harrell,Dublin Scioto High School,"Dublin, OH",#192 DE,69
Drew Clark,Marion High School,"Marion, IA",#195 OG,69
Ralph Oragwu,Marshall High School,"Missouri City, TX",#198 OG,69
Kelvin King,Alief Taylor High School,"Galveston, TX",#153 OLB,69
Casey Bolena,Desert Vista High School,"Phoenix, AZ",#194 WR,69
Cameron Mason,Brentwood High School,"Brentwood, TN",#108 TE,69
Josh Skinner,Silsbee High School,"Silsbee, TX",#190 DE,69
Dwayne Beckford,Irvington High School,"Irvington, NJ",OLB(LQ),69
John Taylor,North Olmsted High School,"North Olmsted, OH",#151 OT,69
IK Enemkpali,Pflugerville High School,"Pflugerville, TX",#188 DE,69
Adam Replogle,Centerville High School,"Centerville, OH",#135 DT,69
Colin Rodkey,Gateway High School,"Monroeville, PA",#154 OT,69
Will Simmons,Hertford County High School,"Ahoskie, NC",#152 OT,69
Brett Thompson,Oak Ridge High School,"El Dorado Hills, CA",#194 WR,69
Peni Maka'afi,Northridge High School,"Layton, UT",#34 FB,69
Kyle Bryant,Southeastern High School,"Detroit, MI",#147 OT,69
Kelvin  Palmer,W. H. Adamson High,"Dallas, TX",#138 DT,69
Tenny Palepoi,Skyline High School,"Salt Lake City, UT",#136 DT,69
Dante Fullard,Gilroy High School,"Gilroy, CA",#194 WR,69
Vinny Hokavar,Perry High School,"Perry, OH",#186 ATH,69
Jonathan Edwards,Tuscaloosa Central High School,"Tuscaloosa, AL",#102 CB,69
Karl Williams,Layton High School,"Layton, UT",#189 DE,69
Jordan Roberts,Aurora Christian School,"Aurora, IL",#135 QB,69
Justis Oliver,Hackensack High School,"Hackensack, NJ",#134 DT,69
Jelani Johnson,Hightower High School,"Missouri City, TX",#193 DE,69
Ben Bertsch,St. Vincent-St. Mary High School,"Akron, OH",#132 DT,69
Jordan Voss,Eagle Grove High School,"Woolstock, IA",#79 ILB,69
Rahjon Jones,Barringer High School,"Newark, NJ",#196 OG,69
Dash Wyatt,Northwest Guilford High School,"Greensboro, NC",#149 OT,69
Erik Akre,Granite Bay High School,"Granite Bay, CA",#154 OLB,69
Marcus Dozier,Sparkman High School,"Harvest, AL",#194 S,69
Sam Katoa,American Fork High School,"American Fork, UT",#194 DE,69
Kyle Bertelsen,Douglas County West High School,"Valley, NE",#78 ILB,69
Kenny  Smith,St. Peter's Prep,"Jersey City, NJ",#80 ILB,69
Aramis Calloway,Dunbar High School,"Fort Myers, FL",#154 OLB,69
Chris Frazier,Lackey High School,"Nanjemoy, MD",#187 DE,69
Jamie Jensen,Gilroy High School,"Gilroy, CA",#135 QB,69
Aaron Lipsey,Freedom High School,"Morganton, NC",#197 DE,69
Deonte Hoskins,Paul L. Dunbar High School,"Dayton, OH",#33 FB,69
Javon Mention,Plant Senior High School,"Tampa Bay, FL",#186 DE,69
Eric Koehlmoos,Pierce Public High School,"Pierce, NE",#192 S,69
Laurence Gibson,Buena High School,"Sierra Vista, AZ",#196 DE,69
Kevin Thomas,Winton Woods High School,"Cincinnati, OH",#147 OT,69
Ali Muhamed,Wyoming Valley West High School,"Plymouth, PA",#193 S,69
Nick Bertella,John Carroll Catholic High School,"Birmingham, AL",#191 DE,69
David Kubera,Upper Saint Clair High School,"Upper Saint Clair, PA",#150 OT,69
Jamari Miller,South Plainfield High School,"South Plainfield, NJ",#140 DT,69
Jonathan Zytkoskee,Airline High School,"Bossier City, LA",#198 OG,69
Doubarah Konguah,Lamar Consolidated High School,"Arlington, TX",#194 DE,69
Ed Hazelett,Warren Central High School,"Indianapolis, IN",#112 TE,68
Tevin  Holliman,Tucker High School,"Tucker, GA",#203 DE,68
Andre Barrington,Federal Way High School,"Federal Way, WA",#158 OLB,68
Tyler Larsen,Jordan High School,"Sandy, UT",#211 OG,68
Brian Mincher,Jenks High School,"Jenks, OK",#205 OG,68
Ricky Steele,La Salle High School,"Cincinnati, OH",#103 CB,68
Trevor Fox,Chaparral High School,"Temecula, CA",#210 OG,68
Robbie Toma,Punahou School,"Honolulu, HI",#199 WR,68
Dallas Bollema,Artesia High School,"Artesia, NM",#160 OLB,68
Caleb Herring,Citrus Hill High School,"Perris, CA",#140 QB,68
Hunter Stout,Wharton High School,"Tampa, FL",#207 OG,68
Jordan Aumiller,Boyle County High School,"Danville, KY",#113 TE,68
Lance Miller,Mainland High School,"Linwood, NJ",#141 DT,68
Jarrett Swaby,Glades Day High School,"Belle Glade, FL",#195 S,68
Tyler Stauch,Vilonia High School,"Vilonia, AR",#203 OG,68
Nathan Badger,Norman North High School,"Norman, OK",#144 DT,68
Dasmen Stewart,Oxnard High School,"Oxnard, CA",#140 QB,68
Jeremy Green,Keyser High School,"Keyser, WV",#198 WR,68
Zach Anderson,Ladysmith High School,"Ladysmith, WI",#147 DT,68
Denzel Drone,Plant City High School,"Plant City, FL",#161 OLB,68
Joseph Williams,Strake Jesuit College Prep,"Houston, TX",#209 OG,68
Colton Paulhus,Granite Bay High School,"Granite Bay, CA",#205 DE,68
Erik Brown,Saguaro High School,"Scottsdale, AZ",#104 CB,68
Nick Olds,Columbus East High School,"Columbus, IN",#199 WR,68
Dante Burton,Paterson Catholic High School,"Paterson, NJ",#109 TE,68
Mike DiChiara,Buckingham Browne & Nichols H. S.,"Cambridge, MA",#139 QB,68
Josh Hauser,Bishop Lynch High School,"Dallas, TX",#111 TE,68
Tony Martin,Central High School,"Park Hills, MO",#156 OLB,68
Tyrell Smith,Steel Valley High School,"Munhall, PA",#188 ATH,68
Darrell Brevard,Rock Hill High School,"Rock Hill, SC",#145 DT,68
Ben Zats,Hopkins High School,"Minnetonka, MN",#201 OG,68
Gabe Toney,Shadow Ridge High School,"Las Vegas, NV",#198 S,68
James Needy,Santana High School,"Santee, CA",#140 QB,68
Chris Schirripa,Cardinal Gibbons High School,"Fort Lauderdale, FL",#138 QB,68
Kevin Feltrup,Saint Xavier High School,"Cincinnati, OH",#155 OT,68
Tyrone Dixon,Eastside High School,"Gainesville, FL",#141 DT,68
Sonny Odom,Louis Dieruff High School,"Allentown, PA",#140 QB,68
Marc White,Lawrence North High School,"Indianapolis, IN",#156 OT,68
LaQuan James,Hargrave Military Academy,"Syracuse, NY",ATH(POST),68
Tony Heard,Edmonds-Woodway High School,"Woodway, WA",#82 ILB,68
Auery Cunningham,Winton Woods High School,"Cincinnati, OH",#197 S,68
Alihi Faalafua,Orem High School,"East Orem, UT",#202 OG,68
Evan Caldwell,Bullard High School,"Fresno, CA",#197 WR,68
Andre Shields,Hoover High School,"Hoover, AL",#191 RB,68
Tyler Seals,Bellevue West High School,"Bellevue, NE",#137 QB,68
Robert Wallace,Moorestown High School,"Moorestown, NJ",#208 OG,68
Joe Purfield,Ralston Valley High School,"Arvada, CO",#206 OG,68
Andrew Tumlin,Luella High School,"Locust Grove, GA",#38 OC,68
Gavin Pascarella,Centennial High School,"Corona, CA",#212 OG,68
Andrew Canales,Saint Paul High School,"Santa Fe Springs, CA",#140 QB,68
Micthell Stoffer,Father Ryan High School,"Nashville, TN",#196 S,68
William Phillipy,Trinity High School,"Camp Hill, PA",#157 OLB,68
Ben Harger,Ponderosa High School,"Parker, CO",#202 DE,68
Gabe Robinson,Darby High School,"Hilliard, OH",#204 OG,68
Shea Prince,Escondido High School,"Escondido, CA",#110 TE,68
Anthony Alston,Denby Technical & Prep High School,"Detroit, MI",#39 OC,68
Mike Bickley,East High School,"Akron, OH",#199 WR,68
Dennis  Mushrush,Cardinal O'Hara High School,"Springfield, PA",#146 DT,68
Ian Cunningham,Governor Livingston High,"Mountainside, NJ",#143 DT,68
Bryan Burke,Payson High School,"Payson, AZ",#204 DE,68
Denico Autry,Albemarle High School,"Albemarle, NC",#199 DE,68
Anthony  Morales,Edmond Memorial High School,"Edmond, OK",#158 OLB,68
Eric Berntson,Sky View High School,"Smithfield, UT",#206 DE,67
Scott Criss,Creighton Prep High School,"Omaha, NE",#148 DT,67
Kimo Makaula,Punahou School,"Honolulu, HI",#192 ATH,67
Robert Ferguson,Glades Central High School,"Belle Glade, FL",#163 OLB,67
Ellis Hill,Hillcrest High School,"Tuscaloosa, AL",#192 RB,67
Cory King,Lakeview High School,"Stoneboro, PA",#216 OG,67
Will Gilchrist,Hardin County High School,"Savannah, TN",#150 QB,67
Ashton Tyler,L. W. Higgins High School,"Marrero, LA",#219 OG,67
Conor Boffeli,Valley High School,"West Des Moines, IA",#115 TE,67
Phillip Steward,Hightower High School,"Missouri City, TX",#162 OLB,67
Michael Wadsworth,Silverado High School,"Las Vegas, NV",#201 S,67
Marcus Malepeai,Radford High School,"Honolulu, HI",#164 OLB,67
Cayman Shutter,Punahou School,"Honolulu, HI",#148 QB,67
Kamalani Alo,Kahuku High School,"Kahuku, HI",#166 OLB,67
Deondre Powell,Gahr High School,"Cerritos, CA",#202 WR,67
DaVaughn Thornon,Denver East High School,"Denver, CO",#119 TE,67
Randy Greenwood,Lake Catholic High School,"Mentor, OH",#205 S,67
Julius Warmsley,St. Michael The Archangel High School,"Baton Rouge, LA",#211 DE,67
Mitchell  Davis,Windsor High School,"Windsor, CT",#191 ATH,67
Jake Reeder,State College High School,"State College, PA",#118 TE,67
Jarvis Phillips,Carter High School,"Dallas, TX",#194 ATH,67
Alex Francis,Hightower High School,"Sugar Land, TX",#107 CB,67
Turner Peterson,Heritage Hall High School,"Oklahoma City, OK",#194 ATH,67
Jack Lomax,Lake Oswego High School,"Lake Oswego, OR",#150 QB,67
Asa Watson,Rock Hill High School,"Rock Hill, SC",#213 DE,67
Derek Hoebing,Vermillion High School,"Vermilion, OH",#208 DE,67
Tony Caldwell,Douglas County High School,"Douglasville, GA",#150 QB,67
Daniel  Salinas,North Shore High School,"Galena Park, TX",#83 ILB,67
Orlando McCord,Martin Luther King High School,"Detroit, MI",#207 DE,67
Brent Caprio,Mainland High School,"Linwood, NJ",#150 QB,67
Adam Schneid,Avon Lake High School,"Avon Lake, OH",#220 OG,67
Ryan Mulitalo,Hunter High School,"West Valley City, UT",#217 OG,67
John Pettigrew,Cuyahoga Valley Christian Academy,"Cuyahoga, OH",#196 RB,67
Ali Alaboody,Fordson High School,"Dearborn, MI",#194 RB,67
Ronnie Goble,Plymouth High School,"Canton, MI",#117 TE,67
LaQuince McCall,Reagan High School,"San Antonio, TX",#165 OLB,67
Anthony Gulley,Brantley High School,"Brantley, AL",#194 ATH,67
John Swanson,East High School,"Des Moines, IA",#218 OG,67
Xavier Williams,Diamond Ranch High School,"Chino, CA",#121 TE,67
Mark Williams,Carver High School,"Atlanta, GA",#199 S,67
Malcolm Rudolph,Hillcrest High School,"Evergreen, AL",#206 WR,67
Jordan Thompson,Cicero-North Syracuse High,"Cicero, NY",#209 DE,67
Trey Miller,Whitefield Academy,"Mableton, GA",#148 QB,67
Andy Garcia,Nogales High School,"Nogales, AZ",#193 RB,67
Chris Heldore,Desert Ridge High School,"Mesa, AZ",#206 WR,67
Justin Blake,Piscataway High School,"Piscataway, NJ",#108 CB,67
Aaron Green,Cedar Falls High School,"Cedar Falls, IA",#157 OT,67
Maurice Cox,John W. North High School,"Riverside, CA",#84 ILB,67
Garrett Wade,Freedom High School,"Morganton, NC",#198 ATH,67
Jerry Rice Jr.,Menlo High School,"Atherton, CA",#189 ATH,67
KaPono Asuega,Orange Lutheran High School,"Orange, CA",#153 DT,67
Chris Revell,Lawton-Chiles High School,"Tallahassee, FL",#202 S,67
Corey Besteda,Jackson High School,"Jackson, AL",#202 WR,67
Michael Henry,Toms River North High School,"Toms River, NJ",#210 DE,67
Michael Green,Camden County High School,"Kingsland, GA",#197 ATH,67
Ethan Bachinski,Milton High School,"Milton, WI",#114 TE,67
Chris Albright,Milpitas High School,"Milpitas, CA",#206 WR,67
Rodriguez Price,Creekside High School,"Fairburn, GA",#189 ATH,67
Heath Riggins,Vilonia High School,"Vilonia, AR",#216 DE,67
James Frazier,Elizabeth High School,"Elizabeth, NJ",#211 DE,67
Kalig Mohammad,Kansas City Central High School,"Kansas City, MO",#154 DT,67
Delvon Purvis,David Starr Jordan High School,"Los Angeles, CA",#206 WR,67
A.J Cruz,Santa Margarita Catholic High School,"Santa Margarita, CA",#200 S,67
Michael Smith,Danville Area High School,"Danville, PA",#120 TE,67
Orlando Scales,Elder High School,"Cincinnati, OH",#150 DT,67
E.J. Clark,De Smet Jesuit High School,"Saint Louis, MO",#106 CB,67
Josh Wolfe,Emmetsburg High School,"Emmetsburg, IA",#149 DT,67
Tyler Boss,Klein High School,"Klein, TX",#204 WR,67
Anthony Staten,Davidson High School,"Mobile, AL",#167 OLB,67
Tyler Johnson,Prince George High School,"Prince George, VA",#116 TE,67
Duvawn Wallace,Douglas County High School,"Douglasville, GA",#151 DT,67
Kevin  Cooper,Bishop O'Dowd High School,"Oakland, CA",#105 CB,67
Garrett Kraft,Bishop Carroll High School,"Wichita, KS",#218 DE,67
Codie Butler,Conrad Weiser High School,"Robesonia, PA",#196 RB,67
Keenyn Walker,Judge Memorial Catholic High School,"Salt Lake City, UT",#193 ATH,67
Bilal Bakr,Camden High School,"Camden, NJ",#215 OG,67
William Golston,Rancho Verde High School,"Moreno, CA",#215 DE,67
Greg Lee,Francis Parker High School,"San Diego, CA",#152 DT,67
Matthew Hambrick,Laguna Creek High School,"Elk Grove, CA",#213 OG,67
Chris Allen,McKinney North High School,"McKinney, TX",#205 WR,67
Caleve Deboskie,Chandler High School,"Chandler, AZ",#206 WR,67
Kevin Howell,Southeast Raleigh High School,"Raleigh, NC",#195 RB,67
Andre Sterling,Hargrave Military Academy,"Knoxville, TN",RB(POST),67
John David Baker,San Angelo Lake View High School,"San Angelo, TX",#145 QB,67
Sean Johnson,Port Richmond High School,"Staten Island, NY",#217 DE,67
Gavin Gray,Frisco High School,"Frisco, TX",#150 QB,67
Brian Owusu,Oaks Christian High School,"Westlake Village, CA",#198 ATH,67
Claudyson Calixte,Westlake Preparatory School,"Davie, FL",#158 OT,67
Patrick Thompson,Stone Bridge High School,"Ashburn, VA",#158 QB,66
Andru Pulu,Federal Way High School,"Federal Way, WA",#219 DE,66
Raheem Cardwell,DeMatha Catholic High School,"Hyattsville, MD",#175 OLB,66
Darius Reeves,Lincoln High School,"Gahanna, OH",CB(LQ),66
Joseph Washington,A. A. Stagg High School,"Stockton, CA",WR(LQ),66
Derek Smith,Hillcrest High School,"Evergreen, AL",#200 RB,66
Cazavious Ray,Cardinal Mooney High School,"Sarasota, FL",#172 OLB,66
Jordan Fraser,Basha High School,"Chandler, AZ",#172 OLB,66
Eric  Graham,M. T. Blount High School,"Prichard, AL",#114 CB,66
Wilson Van Hooser,Trinity Presbyterian School,"Montgomery, AL",#214 WR,66
Torian Phillips,Port Richmond High School,"Staten Island, NY",#207 S,66
Jamil Shaw,Fork Union Military Academy,"Alexandria, VA",#210 S,66
Antoine Kirkland,Olympic Heights High School,"Boca Raton, FL",#199 RB,66
Alan Baxter,Buffalo Grove High School,"Buffalo Grove, IL",#157 DT,66
Lyle Fitte,South Plaquemines High School,"Port Sulphur, LA",#203 RB,66
Carl  Miles,Cypress Bay High School,"Weston, FL",#207 S,66
Matt Crowder,Sullivan Central High School,"Blountville, TN",#124 TE,66
Thomas Bryson,Layton High School,"Layton, UT",#123 TE,66
Justin Hill,Armijo High School,"Fairfield, CA",#223 OG,66
Johnny  Childers,Mona Shores High School,"North Shores, MI",#35 FB,66
Mike Peavy,Neptune High School,"Neptune, NJ",#202 RB,66
Greg Adams,Ridge View High School,"Columbia, SC",#211 WR,66
Aaron Howse,Sheldon High School,"Sacramento, CA",#85 ILB,66
T.J. Williams,Christchurch School,"Christchurch, VA",#209 RB,66
Mike Valcheff,Westmont Hilltop High School,"Johnsontown, PA",#222 DE,66
Scott Zimmerle,Danbury High School,"Danbury, TX",#202 ATH,66
Sam Ojuri,Barrington High School,"Barrington, IL",#214 WR,66
Drake  Dow,Clinton County High School,"Albany, KY",#87 ILB,66
Demarieya Nelson,Cesar Chavez High School,"Stockton, CA",#204 ATH,66
Roddrick Lott,Hallandale High School,"Hallandale Beach, FL",#169 OLB,66
Antwan Smith,Lackey High School,"Indian Head, MD",#110 CB,66
Lucas King,Berkeley High School,"Berkeley, CA",#168 OLB,66
Tua Faletagoai,Fort Osage High School,"Independence, MO",#225 OG,66
Chris Marsh,Southside Senior High School,"Fort Smith, AR",#170 OLB,66
Noah Perio,De La Salle High School,"Concord, CA",#214 WR,66
Ossam Cook,Klein Oak High School,"Spring, TX",#200 RB,66
Josh Masters,Archbishop Hoban High School,"Akron, OH",#158 QB,66
Semaj Harris,Leuzinger High School,"Lawndale, CA",#109 CB,66
Mardavian Martin,Stanhope Elmore High School,"Millbrook, AL",#203 ATH,66
Dalton Cissell,North Bullitt High School,"Shepherdsville, KY",#203 RB,66
Nigel Mackey,Hudson Catholic High School,"Jersey City, NJ",#200 ATH,66
Justin Jackson,Narbonne High School,"Harbor City, CA",#156 DT,66
Travis  Lawshe,Mallard Creek High School,"Charlotte, NC",#224 OG,66
Mike Spence,"tario, CANBurlington Central High School","Burlington, On",#209 S,66
Sullivan Grosz,San Joaquin Memorial High School,"Fresno, CA",#89 ILB,66
Sylvester Gibbs,Austintown Fitch High School,"Austintown, OH",#201 ATH,66
Jeff Woody,Southeast Polk High School,"Runnells, IA",#211 RB,66
Robert Evans,Pine View High School,"Saint George, UT",#213 WR,66
Nygee Carmichael,Gwynn Park High School,"Brandywine, MD",#203 RB,66
Cody Roberts,Cloverleaf High School,"Lodi, OH",#174 OLB,66
Money Davis,Star Spencer High School,"Spencer, OK",#221 DE,66
Kelvin York,Dutchtown High School,"Geismar, LA",#208 RB,66
Michael  Holmes,Clearwater High School,"Clearwater, FL",#91 ILB,66
Antoine Ewing,Paloma Valley High School,"Perris, CA",#90 ILB,66
Jesse Beauchamp,Klein High School,"Klein, TX",#176 OLB,66
Devin Collins,Powell High School,"Powell, TN",#214 WR,66
Chris Allen,Charter Oak High School,"Covina, CA",#158 QB,66
Parker Taylor,Brownwood High School,"Brownwood, TX",#211 WR,66
Alonzo Johnson,Malcolm X. Shabazz High School,"Newark, NJ",#158 QB,66
Troy Russell,Fork Union Military Academy,"South Plainfield, NJ",OLB(POST),66
Montreal Harris,Twentynine Palms High School,"Twentynine Palms, CA",#205 ATH,66
Korey Alston,Camden Catholic High School,"Cherry Hill, NJ",#111 CB,66
Zach Drapeau,Rio Rancho High School,"Rio Rancho, NM",#87 ILB,66
Orlando Spikes,Woodward High School,"Cincinnati, OH",#158 QB,66
Alex Scyocurka,Longmeadow High School,"Longmeadow, MA",#198 RB,66
Fred Herdman,Pinnacle High School,"Phoenix, AZ",#221 OG,66
Mike Tree,Brophy Prep School,"Phoenix, AZ",#86 ILB,66
Michael Williams,Flower Mound High School,"Lewisville, TX",#206 S,66
Zach Cutkomp,Valley High School,"West Des Moines, IA",#203 RB,66
Craig Capella,Absegami High School,"Galloway, NJ",#220 DE,66
Robert Middleton,Walhalla Senior High School,"Walhalla, SC",#156 QB,66
Demetrius McClean,Arlington High School,"Riverside, CA",#158 QB,66
James Harrill,Hargrave Military Academy,"Knoxville, TN",OG(POST),66
Stephen Jeffers,Bishop Manogue High School,"Reno, NV",#128 TE,65
Trevor Sasek,Spring Ford High School,"Linfield, PA",#168 QB,65
Branden Oliver,Miami Southridge Senior High School,"Miami, FL",#216 RB,65
Charley Loeb,Lawrence Academy,"Groton, MA",#168 QB,65
Junior Solice,Hackensack High School,"Hackensack, NJ",#225 DE,65
Nick  Groat,Austintown Fitch High School,"Youngstown, OH",#97 ILB,65
Nic Hammett,Rockdale High School,"Rockdale, TX",#92 ILB,65
Chad Hunte,Brookline High School,"Brookline, MA",#178 OLB,65
Chris  Wade,Northshore High School,"Slidell, LA",#177 OLB,65
Anthony Lubischer,Red Bank Catholic High,"Red Bank, NJ",#92 ILB,65
Steven Grassa,Buckingham Browne & Nichols H. S.,"Cambridge, MA",#215 S,65
Jason Johnson,Durand High School,"Durand, MI",#168 QB,65
Carvel Alston,Ragsdale High School,"Jamestown, NC",#116 CB,65
Thaddeus Winston,Benjamin E. Banneker High School,"College Park, GA",#212 S,65
Sean  Davis,Pelion High School,"Pelion, SC",#213 RB,65
Greg Carter,El Dorado High School,"El Dorado, AR",#213 S,65
Darren Alix,Patrick Henry High School,"San Diego, CA",#216 S,65
Dean Cullison,Bishop Ready High School,"Columbus, OH",#159 OT,65
Micah Marks,Katy High School,"Katy, TX",#158 DT,65
Jamal  Kidd,Vigor High School,"Prichard, AL",#95 ILB,65
Zamel  Johnson,Port Richmond High School,"Staten Island, NY",#221 WR,65
Demonte Bell,Santee High School,"Los Angeles, CA",#212 RB,65
Darryl Jenkins,Los Alamitos High School,"Los Alamitos, CA",#220 WR,65
